Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,766.599976,769.6400150000001,764.0,769.159973,769.159973,1633800
2016-09-30,832.6099849999999,839.9500119999999,832.400024,837.3099980000001,837.3099980000001,4430600
2016-10-31,781.030029,793.700012,780.1099849999999,789.820007,789.820007,5413300
2016-11-30,762.0,768.090027,750.25,750.570007,750.570007,4625900
2016-12-31,766.469971,767.400024,748.280029,749.869995,749.869995,4139400
2017-01-31,823.75,826.98999,819.5599980000001,823.47998,823.47998,3137200
2017-02-28,851.4500119999999,854.090027,842.0499880000001,845.0399779999999,845.0399779999999,2793700
2017-03-31,877.0,890.349976,876.650024,886.5399779999999,886.5399779999999,3957600
2017-04-30,948.830017,949.590027,924.330017,924.98999,924.98999,7335800
2017-05-31,1000.0,1000.1199949999999,982.159973,994.6199949999999,994.6199949999999,3913100
2017-06-30,980.1199949999999,983.4699710000001,967.6099849999999,968.0,968.0,3390300
2017-07-31,1019.0499880000001,1019.0499880000001,987.0200199999999,987.7800289999999,987.7800289999999,7352100
2017-08-31,974.7000119999999,981.0,972.76001,980.599976,980.599976,3331500
2017-09-30,960.1099849999999,964.830017,958.3800050000001,961.349976,961.349976,2543800
2017-10-31,1109.0,1110.540039,1101.119995,1105.280029,1105.280029,3477000
2017-11-30,1167.099976,1178.569946,1160.0,1176.75,1176.75,4509200
2017-12-31,1182.349976,1184.0,1167.5,1169.469971,1169.469971,2688400
2018-01-31,1451.300049,1472.579956,1450.040039,1450.890015,1450.890015,6424700
2018-02-28,1519.51001,1528.699951,1512.0,1512.449951,1512.449951,4515000
2018-03-31,1406.0,1455.469971,1365.199951,1447.339966,1447.339966,12581100
2018-04-30,1582.5,1596.0,1560.939941,1566.130005,1566.130005,5464100
2018-05-31,1623.0,1635.0,1621.349976,1629.619995,1629.619995,3166300
2018-06-30,1717.0,1723.410034,1694.319946,1699.800049,1699.800049,4543500
2018-07-31,1827.3299559999998,1829.5,1766.02002,1779.219971,1779.219971,6562300
